Name,RA,Dec,AVM code,AVM description,Source
NGC 6061,241.5667833,18.2499500,5,Radio Galaxy,Simbad
NGC 6062,241.5951375,19.7778500,5.3.2,Active Galaxy Nucleus,Simbad
NGC 6063,241.8040167,7.9790083,5,Galaxy,Simbad
NGC 6064,241.3036667,20.5423917,5.1.7,Interacting Galaxies,Simbad
NGC 6065,241.8457500,13.8879806,5,Radio Galaxy,Simbad
NGC 6066,241.8972625,13.9438194,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6067,243.2958000,-54.2183000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6068,238.8581250,78.9968250,5.5.1;5.1.2,Barred Galaxy,Simbad
NGC 6069,241.9233708,38.9307583,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6070,242.4945208,0.7093139,5,Galaxy,Simbad
NGC 6071,240.2455000,70.6008306,5;5.1.2,Barred Galaxy,Simbad
NGC 6072,243.2419958,-36.2294611,4.1.3,Planetary Nebula,Simbad
NGC 6073,242.5451333,16.6995111,5,Galaxy,Simbad
NGC 6074,242.8218083,14.2586833,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6075,242.8440250,23.9651472,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6076,242.8058292,26.8727806,5,Galaxy,Simbad
NGC 6077,242.8088083,26.9234806,5,Radio Galaxy,Simbad
NGC 6078,243.0227500,14.2088194,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6079,241.1218583,69.6658028,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 6080,243.2441708,2.1775000,5,Galaxy,Simbad
NGC 6081,243.2368750,9.8671194,5;5.1.3,Lenticular Galaxy,Simbad
NGC 6082,243.8648333,-34.2327528,3.6,Two stars,DSObrowser
NGC 6083,243.3029167,14.1853722,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6084,243.5695500,17.7572889,5,Galaxy,Simbad
NGC 6085,243.1468208,29.3649111,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6086,243.1480875,29.4848500,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6087,244.7083000,-57.9350000,3.6.4,Cluster of Stars,Simbad
NGC 6088,242.6777333,57.4664972,5.5.1;5.1.4,Elliptical Galaxy,Simbad
NGC 6089,243.1672500,33.0348361,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6090,242.9182917,52.4559722,5.5.1,Pair of Galaxies,Simbad
NGC 6091,241.9707333,69.9048778,5,Galaxy,Simbad
NGC 6092,243.1954208,27.9875000,5;5.1.4,Elliptical Galaxy,Simbad
NGC 6093,244.2600417,-22.9760833,3.6.4.2,Globular Cluster,Simbad
NGC 6094,241.6413417,72.4944000,5;5.1.3,Lenticular Galaxy,Simbad
NGC 6095,242.7958667,61.2679278,5;5.1.4,Elliptical Galaxy,Simbad
NGC 6096,243.6946417,26.5587222,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 6097,243.6089500,35.1091167,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6098,243.8922500,19.4614167,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 6099,243.8980875,19.4534444,5,Radio Galaxy,Simbad
NGC 6100,244.2181542,0.8412306,5,Galaxy,Simbad
NGC 6101,246.4505000,-72.2021944,3.6.4.2,Globular Cluster,Simbad
NGC 6102,243.9036542,28.1585444,5,Galaxy,Simbad
NGC 6103,243.9359458,31.9640917,5,Radio Galaxy,Simbad
NGC 6104,244.1279125,35.7080917,5.3.2.2;5.1.3,Lenticular Galaxy,Simbad
NGC 6105,244.2887125,34.8788806,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6106,244.6967000,7.4110139,5,Galaxy,Simbad
NGC 6107,244.3339292,34.9016611,5;5.5.3,Brightest galaxy in a Cluster (BCG),Simbad
NGC 6108,244.3566750,35.1356861,5.3.2,Active Galaxy Nucleus,Simbad
NGC 6109,244.4191292,35.0043000,5.3.2.4,LINER-type Active Galaxy Nucleus,Simbad
NGC 6110,244.4334125,35.0870750,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6111,243.6255208,62.5367000,5;5.1.1,Spiral Galaxy,Simbad
NGC 6112,244.5023792,35.1102056,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6113,244.7940833,14.1336250,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 6114,244.5983750,35.1743750,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6115,246.1800000,-51.9400000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6116,244.7274167,35.1538417,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6117,244.8258042,37.0953000,5,Radio Galaxy,Simbad
NGC 6118,245.4525917,-2.2834222,5;5.1.1,Spiral Galaxy,Simbad
NGC 6119,244.9247292,37.8061750,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6120,244.9503958,37.7745083,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6121,245.8967500,-26.5257500,3.6.4.2,Globular Cluster,Simbad
NGC 6122,245.0397958,37.7982028,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6123,244.3323042,61.9390917,5;5.1.3,Lenticular Galaxy,Simbad
NGC 6124,246.3333000,-40.6533000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6125,244.7981417,57.9841111,5;5.1.4,Elliptical Galaxy,Simbad
NGC 6126,245.3664417,36.3765111,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6127,244.7981417,57.9841111,5;5.1.4,Elliptical Galaxy,Simbad
NGC 6128,244.7981417,57.9841111,5;5.1.4,Elliptical Galaxy,Simbad
NGC 6129,245.4303875,37.9959500,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6130,244.8894042,57.6149833,5;5.1.2,Barred Galaxy,Simbad
NGC 6131,245.4676042,38.9324139,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6132,245.9116667,11.7863639,5;5.1.1,Spiral Galaxy,Simbad
NGC 6133,245.0717208,56.6524194,3.6,Three stars,DSObrowser
NGC 6134,246.9417000,-49.1517000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6135,243.6036375,64.9828111,5,Galaxy,Simbad
NGC 6136,245.2475875,55.9704833,5,Galaxy,Simbad
NGC 6137,245.7628625,37.9223583,5;5.5.3,Brightest galaxy in a Cluster (BCG),Simbad
NGC 6138,246.2256458,41.0507889,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6139,246.9166125,-38.8491750,3.6.4.2,Globular Cluster,Simbad
NGC 6140,245.2423417,65.3905500,5;5.1.2,Barred Galaxy,Simbad
NGC 6141,246.2742917,40.9285806,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6142,245.8379042,37.2585000,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6143,245.4261458,55.0861306,5,Galaxy,Simbad
NGC 6144,246.8077500,-26.0235000,3.6.4.2,Globular Cluster,Simbad
NGC 6145,246.2599500,40.9466306,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6146,246.2930292,40.8927472,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 6147,246.2573708,40.9210778,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6148,246.7668750,24.0932694,5,Galaxy,Simbad
NGC 6149,246.8511500,19.5972889,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6150,246.4583458,40.4887278,5.3.2.1,Possible Quasar,Simbad
NGC 6151,249.7818000,-73.2469167,5,Galaxy,Simbad
NGC 6152,248.1750000,-52.6330000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6153,247.8776083,-40.2534194,4.1.3,Planetary Nebula,Simbad
NGC 6154,246.3770750,49.8401306,5;5.1.2,Barred Galaxy,Simbad
NGC 6155,246.5346083,48.3669194,5;5.1.2,Barred Galaxy,Simbad
NGC 6156,248.7189792,-60.6187722,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6157,246.4515375,55.3607028,5,Galaxy,Simbad
NGC 6158,246.9203500,39.3830056,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 6159,246.8551958,42.6796889,5.3.2.2,Seyfert 2 Galaxy,Simbad
NGC 6160,246.9211417,40.9269000,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6161,247.0859375,32.8105583,5;5.1.6,Irregular Galaxy,Simbad
NGC 6162,247.0932292,32.8494444,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6163,247.1163333,32.8462972,5;5.1.2,Barred Galaxy,Simbad
NGC 6164,248.4682875,-48.1112444,3.6.1,Spectroscopic binary,Simbad
NGC 6165,248.4682875,-48.1112444,3.6.1,Spectroscopic binary,Simbad
NGC 6166,247.1594833,39.5513806,5.3.2.1,Quasar,Simbad
NGC 6167,248.6417000,-49.7717000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6168,247.8367167,20.1854944,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6169,248.5280000,-44.0160000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6170,246.9020917,59.5624917,5,G,NED*
NGC 6171,248.1327500,-13.0537778,3.6.4.2,Globular Cluster,Simbad
NGC 6172,245.5430292,-1.5147583,5;5.1.4,Elliptical Galaxy,Simbad
NGC 6173,247.4368917,40.8117111,5;5.5.3,Brightest galaxy in a Cluster (BCG),Simbad
NGC 6174,247.4485792,40.8719972,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6175,247.4908333,40.6291111,5,Radio Galaxy,Simbad
NGC 6176,246.9021625,59.5623889,5,Galaxy,Simbad
NGC 6177,247.6620792,35.0565111,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6178,248.9458000,-45.6433000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6179,247.6959708,35.1020917,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6180,247.6411917,40.5394889,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6181,248.0873708,19.8266028,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6182,247.3915875,55.5176861,5;5.1.1,Spiral Galaxy,Simbad
NGC 6183,250.4246375,-69.3721167,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6184,247.8939208,40.5655806,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6185,248.3241125,35.3424806,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6186,248.6061875,21.5408361,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6187,247.9034583,57.7066972,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6188,250.0000000,-48.5000000,4.1.1,Insterstellar matter,Simbad
NGC 6189,247.9205417,59.6263889,5;5.1.1,Spiral Galaxy,Simbad
NGC 6190,248.0279083,58.4389472,5.5.3;5.1.1,Spiral Galaxy,Simbad
NGC 6191,242.8770208,58.7858333,;5.1.2,Barred Galaxy,Simbad
NGC 6192,250.0958000,-43.3667000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6193,250.3333000,-48.7633000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6194,249.1549083,36.2005000,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6195,249.1355458,39.0280028,5,Radio Galaxy,Simbad
NGC 6196,249.4747917,36.0731417,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6197,249.4996208,35.9955111,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6198,248.8777292,57.4868583,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 6199,249.8706667,36.0589444,3,Star,DSObrowser
NGC 6200,251.0250000,-47.4670000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6201,250.0600750,23.7653000,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6202,250.8468625,61.9838972,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6203,250.1140917,23.7747639,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6204,251.5350000,-47.0200000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6205,250.4234750,36.4613194,3.6.4.2,Globular Cluster,Simbad
NGC 6206,250.0329583,58.6173750,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 6207,250.7656250,36.8324250,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6208,252.3667000,-53.7283000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6209,253.7394708,-72.5871278,5;5.1.1,Spiral Galaxy,Simbad
NGC 6210,251.1228792,23.7999111,4.1.3,Planetary Nebula,Simbad
NGC 6211,250.3650375,57.7836639,5.3.2.2;5.1.3,Lenticular Galaxy,Simbad
NGC 6212,250.8466333,39.8065056,5.3.2.2;5.1.4,Elliptical Galaxy,Simbad
NGC 6213,250.4050917,57.8148083,5,Galaxy,Simbad
NGC 6214,249.8828875,66.0394750,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6215,252.7783792,-58.9934611,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6216,252.3380000,-44.7200000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6217,248.1634042,78.1982111,5.3.2,Active Galaxy Nucleus,Simbad
NGC 6218,251.8090833,-1.9485278,3.6.4.2,Globular Cluster,Simbad
NGC 6219,251.5937042,9.0376333,5,Galaxy,Simbad
NGC 6220,251.8054333,-0.2752806,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6221,253.1930375,-59.2169417,5.3.2.2;5.1.2,Barred Galaxy,Simbad
NGC 6222,252.6150000,-44.7300000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6223,250.7680833,61.5789389,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6224,252.0773000,6.3122056,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 6225,252.0898917,6.2227639,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 6226,250.8468625,61.9838972,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6227,252.8905000,-41.2305278,3.6.4.1,Open cluster,DSObrowser
NGC 6228,252.0111250,26.2134750,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6229,251.7443375,47.5267722,3.6.4.2,Globular Cluster,Simbad
NGC 6230,252.6945792,4.6047361,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 6231,253.5354583,-41.8266667,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6232,250.8343042,70.6325306,5;5.1.2,Barred Galaxy,Simbad
NGC 6233,252.5655375,23.5798556,5,Galaxy,Simbad
NGC 6234,252.9889375,4.3835583,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6235,253.3556667,-22.1774444,3.6.4.2,Globular Cluster,Simbad
NGC 6236,251.1445750,70.7802667,5;5.1.2,Barred Galaxy,Simbad
NGC 6237,251.5951667,70.3550556,5;5.1.2,Barred Galaxy,Simbad
NGC 6238,251.8193375,62.1470000,5,Galaxy,Simbad
NGC 6239,252.5209500,42.7398444,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6240,253.2452542,2.4009861,5.3.2.2;5.1.6,Irregular Galaxy,Simbad
NGC 6241,252.5455333,45.4206694,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6242,253.9000000,-39.4670000,3.6.4,Cluster of Stars,Simbad
NGC 6243,253.1093583,23.3326444,5;5.1.1,Spiral Galaxy,Simbad
NGC 6244,252.0162208,62.2004778,5;5.1.2,Barred Galaxy,Simbad
NGC 6245,251.3295792,70.8313889,5,Galaxy,Simbad
NGC 6246,252.4695417,55.5418889,5;5.1.2,Barred Galaxy,Simbad
NGC 6247,252.0843208,62.9763333,5;5.1.4,Elliptical Galaxy,Simbad
NGC 6248,251.5951667,70.3550556,5;5.1.2,Barred Galaxy,Simbad
NGC 6249,254.4000000,-44.8170000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6250,254.4917000,-45.9433000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6251,248.1332083,82.5378889,5.3.2.2;5.1.4,Elliptical Galaxy,Simbad
NGC 6252,248.1688833,82.5768194,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6253,254.7700000,-52.7000000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6254,254.2877083,-4.1003056,3.6.4.2,Globular Cluster,Simbad
NGC 6255,253.6998458,36.5008778,5,Low Surface Brightness Galaxy,Simbad
NGC 6256,254.8861667,-37.1214167,3.6.4.2,Globular Cluster,Simbad
NGC 6257,254.0144667,39.6456333,5;5.1.1,Spiral Galaxy,Simbad
NGC 6258,253.1242500,60.5145722,5;5.1.4,Elliptical Galaxy,Simbad
NGC 6259,255.1875000,-44.6550000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6260,252.9609083,63.7145361,5,Galaxy,Simbad
NGC 6261,254.1272875,27.9775667,5,Radio Galaxy,Simbad
NGC 6262,254.6783750,57.0983694,5,Galaxy,Simbad
NGC 6263,254.1801625,27.8222111,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6264,254.3171250,27.8496417,5.3.2.2;5.1.1,Spiral Galaxy,Simbad
NGC 6265,254.3714750,27.8443806,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6266,255.3025000,-30.1123611,3.6.4.2,Globular Cluster,Simbad
NGC 6267,254.5361625,22.9850611,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6268,255.6683292,-39.7383306,3.6.4,Cluster of Stars,Simbad
NGC 6269,254.4920792,27.8543667,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6270,254.6317000,27.5864250,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6271,254.7112583,27.9650583,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 6272,254.7427208,27.9309028,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6273,255.6570417,-26.2679444,3.6.4.2,Globular Cluster,Simbad
NGC 6274,254.8351917,29.9461083,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 6275,253.8884875,63.2427361,5.3.2.2,Seyfert 1 Galaxy,Simbad
NGC 6276,255.1874250,23.0440083,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 6277,255.1874250,23.0440083,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 6278,255.2097625,23.0109556,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 6279,254.7561042,47.2371889,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 6280,255.4892750,6.6659306,5,Galaxy,Simbad
NGC 6281,256.1708000,-37.9850000,3.6.4,Cluster of Stars,Simbad
NGC 6282,255.1962000,29.8205750,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6283,254.8606583,49.9219861,5,Galaxy,Simbad
NGC 6284,256.1197792,-24.7642278,3.6.4.2,Globular Cluster,Simbad
NGC 6285,254.6000667,58.9558972,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6286,254.6307542,58.9361694,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6287,256.2894583,-22.7078889,3.6.4.2,Globular Cluster,Simbad
NGC 6288,254.3521875,68.4571833,5,Galaxy,Simbad
NGC 6289,254.4376208,68.5147167,5,Galaxy,Simbad
NGC 6290,255.2351542,58.9705722,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 6291,255.2329708,58.9375194,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6292,255.7643750,61.0439222,5,Galaxy,Simbad
NGC 6293,257.5434167,-26.5817222,3.6.4.2,Globular Cluster,Simbad
NGC 6294,257.5676083,-26.5745694,3.6.3,,NED*
NGC 6295,255.8136000,60.3377917,5,Radio Galaxy,Simbad
NGC 6296,257.1852708,3.8940639,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6297,255.9024042,62.0256528,5,Galaxy,Simbad
NGC 6298,255.9023125,62.0256167,;5.1.3,Lenticular Galaxy,Simbad
NGC 6299,256.2681250,62.4576861,5,Galaxy,Simbad
NGC 6300,259.2478042,-62.8205500,5.3.2.2;5.1.1,Spiral Galaxy,Simbad
NGC 6301,257.1364125,42.3391278,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6302,258.4342125,-37.1044278,4.1.3,Planetary Nebula,Simbad
NGC 6303,256.2612292,68.8274778,5;5.1.4,Elliptical Galaxy,Simbad
NGC 6304,258.6343750,-29.4620278,3.6.4.2,Globular Cluster,Simbad
NGC 6305,259.5038458,-59.1720500,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6306,256.9037792,60.7286639,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6307,256.9185167,60.7508889,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 6308,257.9988708,23.3800917,5,Galaxy,Simbad
NGC 6309,258.5179125,-12.9099278,4.1.3,Planetary Nebula,Simbad
NGC 6310,256.9893208,60.9900556,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6311,257.6815792,41.6510472,5;5.1.4,Elliptical Galaxy,Simbad
NGC 6312,257.7007750,42.2875361,5,Galaxy,Simbad
NGC 6313,257.5866083,48.3317417,5;5.1.1,Spiral Galaxy,Simbad
NGC 6314,258.1613750,23.2701500,5,Galaxy,Simbad
NGC 6315,258.1922000,23.2234750,5,Emission-line galaxy,Simbad
NGC 6316,259.1559167,-28.1400000,3.6.4.2,Globular Cluster,Simbad
NGC 6317,257.2477708,62.8978833,5,Galaxy,Simbad
NGC 6318,259.0460000,-39.4170000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6319,257.4334125,62.9731250,5,Galaxy,Simbad
NGC 6320,258.2323292,40.2665278,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6321,258.6009208,20.3138583,5;5.1.2,Barred Galaxy,Simbad
NGC 6322,259.6042000,-42.9333000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 6323,258.3252542,43.7823333,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6324,256.3580917,75.4074250,5,Galaxy,Simbad
NGC 6325,259.4969583,-23.7660278,3.6.4.2,Globular Cluster,Simbad
NGC 6326,260.1927167,-51.7542139,4.1.3,Planetary Nebula,Simbad
NGC 6327,258.5094917,43.6494472,5,Galaxy,Simbad
NGC 6328,260.9209583,-65.0101694,5.3.2.1;5.1.3,Lenticular Galaxy,Simbad
NGC 6329,258.5625000,43.6847306,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 6330,258.9350000,29.4041750,5,Radio Galaxy,Simbad
NGC 6331,255.8996583,78.6287694,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 6332,258.7620833,43.6602250,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6333,259.7990833,-18.5162500,3.6.4.2,Globular Cluster,Simbad
NGC 6334,259.9916708,-35.9630611,4.1.4,SuperNova Remnant,Simbad
NGC 6335,259.9125000,-30.1800000,7.1.2,Asterism,DSObrowser
NGC 6336,259.0690625,43.8204278,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 6337,260.5652417,-38.4842972,4.1.3,Planetary Nebula,Simbad
NGC 6338,258.8454583,57.4112472,5.3.2.3,Blazar,Simbad
NGC 6339,259.2771000,40.8449583,5;5.1.2,Barred Galaxy,Simbad
NGC 6340,257.6040042,72.3043583,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 6341,259.2807917,43.1359444,3.6.4.2,Globular Cluster,Simbad
NGC 6342,260.2922500,-19.5874167,3.6.4.2,Globular Cluster,Simbad
NGC 6343,259.3178083,41.0527500,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6344,259.3256125,42.4341972,3.6.3,,NED*
NGC 6345,258.8512583,57.3504194,5,Galaxy,Simbad
NGC 6346,258.8518375,57.3226417,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6347,259.9777833,16.6606917,5;5.1.2,Barred Galaxy,Simbad
NGC 6348,259.5885000,41.6475722,5,Galaxy,Simbad
NGC 6349,259.7772833,36.0608111,5,Galaxy,Simbad
NGC 6350,259.6762708,41.6942333,5;5.1.3,Lenticular Galaxy,Simbad
NGC 6351,259.7961750,36.0602556,5,Galaxy,Simbad
NGC 6352,261.3712917,-48.4221667,3.6.4.2,Globular Cluster,Simbad
NGC 6353,0.0000000,0.0000000,3.6,Three stars,DSObrowser
NGC 6354,261.1428333,-38.5416083,3.6,Four stars
NGC 6355,260.9943750,-26.3534167,3.6.4.2,Globular Cluster,Simbad
NGC 6356,260.8957917,-17.8130278,3.6.4.2,Globular Cluster,Simbad
NGC 6357,261.6250000,-34.2000000,4.2.1.1,HII (ionized) region,Simbad
NGC 6358,259.7211292,52.6153528,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6359,259.4709167,61.7807028,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6360,261.3750000,-29.9750000,7.1.2,Asterism,DSObrowser
NGC 6361,259.6712042,60.6081194,5.1.7;5.1.1,Spiral Galaxy,Simbad
NGC 6362,262.9791250,-67.0483333,3.6.4.2,Globular Cluster,Simbad
NGC 6363,260.6666250,41.1016778,5;5.1.4,Elliptical Galaxy,Simbad
NGC 6364,261.1138625,29.3901056,5,Galaxy,Simbad
NGC 6365,260.6812917,62.1736667,5.1.7;5.1.1,Spiral Galaxy,Simbad
NGC 6366,261.9343333,-5.0798611,3.6.4.2,Globular Cluster,Simbad
NGC 6367,261.2877208,37.7598917,5,Galaxy,Simbad
NGC 6368,261.7980958,11.5436222,5;5.1.1,Spiral Galaxy,Simbad
NGC 6369,262.3352083,-23.7596667,4.1.3,Planetary Nebula,Simbad
NGC 6370,260.8548292,56.9745000,5.3.2.2,Seyfert 2 Galaxy,Simbad
NGC 6371,261.8360583,26.5051639,5,Galaxy,Simbad
NGC 6372,261.8826583,26.4751250,5,Galaxy,Simbad
NGC 6373,261.0335083,58.9951556,5,Galaxy,Simbad
NGC 6374,263.0625000,-32.5967000,3.6.4,Cluster of Stars,Simbad
NGC 6375,262.3411542,16.2067972,5.5.1;5.1.4,Elliptical Galaxy,Simbad
NGC 6376,261.3299250,58.8173139,5.3.2,Active Galaxy Nucleus,Simbad
NGC 6377,261.3433250,58.8220417,5.5.1;5.1.3,Lenticular Galaxy,Simbad
NGC 6378,262.6749583,6.2823444,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6379,262.6455083,16.2887139,5;5.1.1,Spiral Galaxy,Simbad
NGC 6380,263.6166667,-39.0691667,3.6.4.2,Globular Cluster,Simbad
NGC 6381,261.8204667,60.0140694,5.5.1;5.1.1,Spiral Galaxy,Simbad
NGC 6382,261.9800125,56.8688361,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6383,263.7000000,-32.5667000,3.6.4,Cluster of Stars,Simbad
NGC 6384,263.1012583,7.0602694,5,Galaxy,Simbad
NGC 6385,262.0058917,57.5219000,5,Galaxy,Simbad
NGC 6386,262.2156375,52.7234889,5,Galaxy,Simbad
NGC 6387,262.0992833,57.5453944,5.3.2.2;5.1.1,Spiral Galaxy,Simbad
NGC 6388,264.0727542,-44.7356500,3.6.4.2,Globular Cluster,Simbad
NGC 6389,263.1657708,16.4017417,5;5.1.1,Spiral Galaxy,Simbad
NGC 6390,262.1168500,60.0943917,5,Galaxy,Simbad
NGC 6391,262.2038250,58.8509139,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 6392,265.8766792,-69.7851722,5;5.1.3,Lenticular Galaxy,Simbad
NGC 6393,262.5900000,59.6394389,5.3.2.2,Seyfert 2 Galaxy,Simbad
NGC 6394,262.5892042,59.6398667,5.3.2,Active Galaxy Nucleus,Simbad
NGC 6395,261.6303708,71.0962611,5.5.2;5.1.1,Spiral Galaxy,Simbad
